time_d,temperature_c,relative_humidity_pct
12.297359888837354,16.38957,68.6927
12.339045854562226,16.35839,68.79618
12.380731820287098,16.32721,68.89967
12.42241778601197,16.29603,69.00315
12.464103751736841,16.26485,69.10664
12.505789717461713,16.23367,69.21012
12.547475683186585,16.20249,69.31361
12.589161648911457,16.17131,69.41709
12.630847614636329,16.14013,69.52058
12.6725335803612,16.10894,69.62406
12.714219546086072,16.07776,69.72755
12.755905511810944,16.04658,69.83104
12.797591477535816,16.0154,69.93452
12.839277443260688,15.98422,70.03801
12.88096340898556,15.95304,70.14149
12.922649374710431,15.92186,70.24498
12.964335340435303,15.89068,70.34846
13.006021306160175,15.85287,70.42916
13.047707271885047,15.77579,70.37486
13.089393237609919,15.69871,70.32057
13.13107920333479,15.62163,70.26627
13.172765169059662,15.54456,70.21197
13.214451134784534,15.46748,70.15768
13.256137100509406,15.3904,70.10338
13.297823066234278,15.31333,70.04909
13.33950903195915,15.23625,69.99479
13.381194997684021,15.15917,69.94049
13.422880963408893,15.08209,69.8862
13.464566929133765,15.00502,69.8319
13.506252894858637,14.92794,69.77761
13.547938860583509,14.85086,69.72331
13.58962482630838,14.77378,69.66901
13.631310792033252,14.69671,69.61472
13.672996757758124,14.61963,69.56042
13.714682723482996,14.54255,69.50613
13.756368689207868,14.46547,69.45183
13.79805465493274,14.3884,69.39753
13.839740620657611,14.31132,69.34324
13.881426586382483,14.23424,69.28894
13.923112552107355,14.15716,69.23465
13.964798517832227,14.08009,69.18035
14.006484483557099,14.01965,69.12353
14.04817044928197,14.04954,69.05304
14.089856415006842,14.07943,68.98255
14.131542380731714,14.10932,68.91206
14.173228346456586,14.1392,68.84157
14.214914312181458,14.16909,68.77108
14.25660027790633,14.19898,68.70059
14.298286243631201,14.22887,68.6301
14.339972209356073,14.25876,68.55961
14.381658175080945,14.28865,68.48912
14.423344140805817,14.31854,68.41863
14.465030106530689,14.34843,68.34813
14.50671607225556,14.37832,68.27764
14.548402037980432,14.4082,68.20715
14.590088003705304,14.43809,68.13666
14.631773969430176,14.46798,68.06617
14.673459935155048,14.49787,67.99568
14.71514590087992,14.52776,67.92519
14.756831866604792,14.55765,67.8547
14.798517832329663,14.58754,67.78421
14.840203798054535,14.61743,67.71372
14.881889763779407,14.64731,67.64322
14.923575729504279,14.6772,67.57273
14.96526169522915,14.70709,67.50224
15.006947660954022,14.72591,67.44164
15.048633626678894,14.6894,67.43051
15.090319592403766,14.65288,67.41938
15.132005558128638,14.61636,67.40825
15.17369152385351,14.57985,67.39712
15.215377489578382,14.54333,67.38599
15.257063455303253,14.50681,67.37486
15.298749421028125,14.4703,67.36373
15.340435386752997,14.43378,67.3526
15.382121352477869,14.39726,67.34147
15.42380731820274,14.36074,67.33034
15.465493283927612,14.32423,67.31921
15.507179249652484,14.28771,67.30808
15.548865215377356,14.25119,67.29695
15.590551181102228,14.21468,67.28582
15.6322371468271,14.17816,67.27469
15.673923112551972,14.14164,67.26356
15.715609078276843,14.10513,67.25243
15.757295044001715,14.06861,67.2413
15.798981009726587,14.03209,67.23017
15.840666975451459,13.99558,67.21904
15.88235294117633,13.95906,67.20791
15.924038906901202,13.92254,67.19678
15.965724872626074,13.88603,67.18565
16.007410838350946,13.86591,67.14958
16.04909680407582,13.92164,66.99813
16.090782769800693,13.97738,66.84669
16.132468735525567,14.03311,66.69524
16.17415470125044,14.08884,66.5438
16.215840666975314,14.14458,66.39235
16.257526632700188,14.20031,66.24091
16.29921259842506,14.25605,66.08946
16.340898564149935,14.31178,65.93802
16.38258452987481,14.36752,65.78657
16.424270495599682,14.42325,65.63513
16.465956461324556,14.47898,65.48368
16.50764242704943,14.53472,65.33224
16.549328392774303,14.59045,65.18079
16.591014358499176,14.64619,65.02934
16.63270032422405,14.70192,64.8779
16.674386289948924,14.75765,64.72645
16.716072255673797,14.81339,64.57501
16.75775822139867,14.86912,64.42356
16.799444187123544,14.92486,64.27212
16.841130152848418,14.98059,64.12067
16.88281611857329,15.03633,63.96923
16.924502084298165,15.09206,63.81778
16.96618805002304,15.14779,63.66634
17.007874015747912,15.20793,63.52327
17.049559981472786,15.28697,63.41618
17.09124594719766,15.366,63.30909
17.132931912922533,15.44504,63.202
17.174617878647407,15.52408,63.09491
17.21630384437228,15.60311,62.98782
17.257989810097154,15.68215,62.88072
17.299675775822028,15.76119,62.77363
17.3413617415469,15.84022,62.66654
17.383047707271775,15.91926,62.55945
17.42473367299665,15.9983,62.45236
17.466419638721522,16.07733,62.34527
17.508105604446396,16.15637,62.23818
17.54979157017127,16.2354,62.13109
17.591477535896143,16.31444,62.02399
17.633163501621016,16.39348,61.9169
17.67484946734589,16.47251,61.80981
17.716535433070764,16.55155,61.70272
17.758221398795637,16.63059,61.59563
17.79990736452051,16.70962,61.48854
17.841593330245384,16.78866,61.38145
17.883279295970258,16.8677,61.27436
17.92496526169513,16.94673,61.16726
17.966651227420005,17.02577,61.06017
18.00833719314488,17.09603,60.95828
18.050023158869752,17.13117,60.87715
18.091709124594626,17.16631,60.79603
18.1333950903195,17.20145,60.71491
18.175081056044373,17.23659,60.63379
18.216767021769247,17.27173,60.55267
18.25845298749412,17.30688,60.47155
18.300138953218994,17.34202,60.39043
18.341824918943868,17.37716,60.30931
18.38351088466874,17.4123,60.22819
18.425196850393615,17.44744,60.14707
18.46688281611849,17.48258,60.06595
18.508568781843362,17.51772,59.98483
18.550254747568236,17.55286,59.9037
18.59194071329311,17.58801,59.82258
18.633626679017983,17.62315,59.74146
18.675312644742856,17.65829,59.66034
18.71699861046773,17.69343,59.57922
18.758684576192604,17.72857,59.4981
18.800370541917477,17.76371,59.41698
18.84205650764235,17.79885,59.33586
18.883742473367224,17.83399,59.25474
18.925428439092098,17.86914,59.17362
18.96711440481697,17.90428,59.0925
19.008800370541845,17.92733,59.04883
19.05048633626672,17.90519,59.14512
19.092172301991592,17.88306,59.24142
19.133858267716466,17.86092,59.33771
19.17554423344134,17.83879,59.43401
19.217230199166213,17.81665,59.5303
19.258916164891087,17.79452,59.6266
19.30060213061596,17.77238,59.72289
19.342288096340834,17.75025,59.81919
19.383974062065707,17.72811,59.91548
19.42566002779058,17.70597,60.01177
19.467345993515455,17.68384,60.10807
19.50903195924033,17.6617,60.20436
19.550717924965202,17.63957,60.30066
19.592403890690075,17.61743,60.39695
19.63408985641495,17.5953,60.49325
19.675775822139823,17.57316,60.58954
19.717461787864696,17.55103,60.68584
19.75914775358957,17.52889,60.78213
19.800833719314443,17.50676,60.87843
19.842519685039317,17.48462,60.97472
19.88420565076419,17.46249,61.07102
19.925891616489064,17.44035,61.16731
19.967577582213938,17.41822,61.2636
20.00926354793881,17.41518,61.32783
20.050949513663685,17.479,61.27981
20.09263547938856,17.54282,61.23178
20.134321445113432,17.60665,61.18376
20.176007410838306,17.67047,61.13574
20.21769337656318,17.73429,61.08772
20.259379342288053,17.79811,61.03969
20.301065308012927,17.86193,60.99167
20.3427512737378,17.92575,60.94365
20.384437239462674,17.98957,60.89563
20.426123205187547,18.05339,60.84761
20.46780917091242,18.11722,60.79958
20.509495136637295,18.18104,60.75156
20.551181102362168,18.24486,60.70354
20.592867068087042,18.30868,60.65552
20.634553033811915,18.3725,60.60749
20.67623899953679,18.43632,60.55947
20.717924965261663,18.50014,60.51145
20.759610930986536,18.56396,60.46343
20.80129689671141,18.62779,60.41541
20.842982862436283,18.69161,60.36738
20.884668828161157,18.75543,60.31936
20.92635479388603,18.81925,60.27134
20.968040759610904,18.88307,60.22332
21.009726725335778,18.94788,60.17679
21.05141269106065,19.01596,60.13516
21.093098656785525,19.08403,60.09354
21.1347846225104,19.1521,60.05192
21.176470588235272,19.22018,60.01029
21.218156553960146,19.28825,59.96867
21.25984251968502,19.35632,59.92705
21.301528485409893,19.4244,59.88542
21.343214451134767,19.49247,59.8438
21.38490041685964,19.56054,59.80218
21.426586382584514,19.62862,59.76055
21.468272348309387,19.69669,59.71893
21.50995831403426,19.76476,59.67731
21.551644279759135,19.83284,59.63568
21.593330245484008,19.90091,59.59406
21.63501621120888,19.96898,59.55244
21.676702176933755,20.03705,59.51081
21.71838814265863,20.10513,59.46919
21.760074108383503,20.1732,59.42757
21.801760074108376,20.24127,59.38594
21.84344603983325,20.30935,59.34432
21.885132005558123,20.37742,59.3027
21.926817971282997,20.44549,59.26107
21.96850393700787,20.51357,59.21945
22.010189902732744,20.58431,59.17116
22.051875868457618,20.6633,59.10228
22.09356183418249,20.7423,59.03339
22.135247799907365,20.82129,58.9645
22.17693376563224,20.90029,58.89562
22.218619731357112,20.97928,58.82673
22.260305697081986,21.05828,58.75784
22.30199166280686,21.13727,58.68896
22.343677628531733,21.21627,58.62007
22.385363594256606,21.29526,58.55119
